LootTableID,AND/OR,RollBonusSetting,Conditions,ConditionOverridesRoll,TriggerLimitOnVisit,UseLevelGS,HWMMult,IgnoreHWMGS,ChanceToExceedIndex,GSBonus,MaxRoll,Item1,GearScoreRange1,PerkBucketOverrides1,Item2,GearScoreRange2,PerkBucketOverrides2,Item3,GearScoreRange3,PerkOverrides3,Item4,GearScoreRange4,PerkOverrides4,Item5,GearScoreRange5,PerkOverrides5,Item6,GearScoreRange6,PerkOverrides6,Item7,GearScoreRange7,PerkOverrides7,Item8,GearScoreRange8,PerkOverrides8,Item9,GearScoreRange9,PerkOverrides9,Item10,GearScoreRange10,PerkOverrides10,Item11,GearScoreRange11,PerkOverrides11,Item12,GearScoreRange12,PerkOverrides12,Item13,GearScoreRange13,PerkOverrides13,Item14,GearScoreRange14,PerkOverrides14,Item15,GearScoreRange15,PerkOverrides15,Item16,GearScoreRange16,PerkOverrides16,Item17,GearScoreRange17,PerkOverrides17,Item18,GearScoreRange18,PerkOverrides18,Item19,GearScoreRange19,PerkOverrides19,Item20,GearScoreRange20,PerkOverrides20,Item21,GearScoreRange21,PerkOverrides21,Item22,GearScoreRange22,PerkOverrides22,Item23,GearScoreRange23,PerkOverrides23,Item24,GearScoreRange24,PerkOverrides24,Item25,GearScoreRange25,PerkOverrides25,Item26,GearScoreRange26,PerkOverrides26,Item27,GearScoreRange27,PerkOverrides27,Item28,GearScoreRange28,PerkOverrides28,Item29,GearScoreRange29,PerkOverrides29,Item30,GearScoreRange30,PerkOverrides30,Item31,GearScoreRange31,PerkOverrides31,Item32,GearScoreRange32,PerkOverrides32,Item33,GearScoreRange33,PerkOverrides33
WorldEvent_S2_PityChance_3_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_3_Probs,,,,0,,,0,,,,100000,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_4,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_4_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_4_Probs,,,,0,,,0,,,,100000,94000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_5,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_5_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_5_Probs,,,,0,,,0,,,,100000,93000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_6,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_6_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_6_Probs,,,,0,,,0,,,,100000,92000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_7,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_7_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_7_Probs,,,,0,,,0,,,,100000,91000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_8,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_8_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_8_Probs,,,,0,,,0,,,,100000,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_9,AND,IgnoreBonus,,0,,,0,,,,0,Skin_Head_SandwormHat_Box,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_9_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
WorldEvent_S2_PityChance_9_Probs,,,,0,,,0,,,,100000,89000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_MasterLoot,AND,,,0,,,0,,,,0,[LTID]Trial_S2_NormalLoot,,,Trial_S2_BonusBox,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_MasterLoot_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_MasterLoot_Probs,,,,0,,,0,,,,100000,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_NormalLoot,AND,IgnoreBonus,,0,,,0,,,,0,[LTID]Trial_S2_NormalLoot_GearRoll,,,[LBID]RecoveryItems,,,SmolderingSandT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_NormalLoot_Qty,,,,0,,,0,,,,0,6,,,4-6,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_NormalLoot_Probs,,,,0,,,0,,,,100000,0,,,0,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_NormalLoot_GearRoll,OR,,,0,,,0,,,,0,[LBID]Trial_S2_Weapons,,,[LBID]Trial_S2_Armor,,,[LBID]GlobalNamedList,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_NormalLoot_GearRoll_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_NormalLoot_GearRoll_Probs,,,,0,,,0,,,,100000,0,,,45000,,,90000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot,AND,IgnoreBonus,,0,,,100,,,,0,UmbralShardT1,,,SmolderingSandT1,,,[LTID]Trial_S2_BonusLoot_GearRoll,,,[LTID]Trial_S2_BonusLoot_ExtraRoll,,,[LTID]Trial_S2_BonusLoot_FurnitureRoll,,,[LBID]Trial_S2_GlyphStones,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_Qty,,,,0,,,0,,,,0,250,,,2-3,,,2,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_Probs,,,,0,,,0,,,,100000,0,,,0,,,0,,,0,,,0,,,75000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_GearRoll,OR,,,0,,,0,TRUE,,,0,[LBID]Trial_S2_Weapons,590-600,,[LBID]Trial_S2_Armor,590-600,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_GearRoll_Qty,,,,0,,,0,,,,0,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_GearRoll_Probs,,,,0,,,0,,,,100000,0,,,50000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_ExtraRoll,OR,,,0,,,0,,,,0,[LBID]Trial_S2_Named,,,WritofAdventure,,,GoldenScarab,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_ExtraRoll_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_ExtraRoll_Probs,,,,0,,,0,,,,100000,0,,,70000,,,85000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_FurnitureRoll,OR,,,0,,,0,,,,0,House_HousingItem_Season2_SandwormEgg_Variant5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_FurnitureRoll_Qty,,,,0,,,0,,,,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Trial_S2_BonusLoot_FurnitureRoll_Probs,,,,0,,,0,,,,100000,95000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor_Box_S2_Sandstorm_Loot,AND,,,0,,,0,,,,0,[LTID]Season2ArmorBySlot,,,[LTID]Season2ArmorBySlot_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor_Box_S2_Sandstorm_Loot_Qty,,,,0,,,0,,,,0,2,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Armor_Box_S2_Sandstorm_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2ArmorBySlot,OR,IgnoreBonus,,0,,,0,,,,0,[LBID]Season2ArmorHeadSandstorm,,,[LBID]Season2ArmorChestSandstorm,,,[LBID]Season2ArmorHandsSandstorm,,,[LBID]Season2ArmorLegsSandstorm,,,[LBID]Season2ArmorFeetSandstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2ArmorBySlot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2ArmorBySlot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2ArmorBySlot_Leg,OR,IgnoreBonus,,0,,,0,,,,0,[LBID]Season2ArmorHeadSandstorm_Leg,,,[LBID]Season2ArmorChestSandstorm_Leg,,,[LBID]Season2ArmorHandsSandstorm_Leg,,,[LBID]Season2ArmorLegsSandstorm_Leg,,,[LBID]Season2ArmorFeetSandstorm_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2ArmorBySlot_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2ArmorBySlot_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_Loot,OR,IgnoreBonus,,0,,,0,,,,0,[LTID]Weapon_Box_S2_Sandstorm_STR,,,[LTID]Weapon_Box_S2_Sandstorm_DEX,,,[LTID]Weapon_Box_S2_Sandstorm_INTFOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_Loot_Probs,,,,0,,,0,,,,100000,0,,,33333,,,66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_STR,AND,,,0,,,0,,,,0,[LBID]Season2WeaponSandstormSTR_Leg,,,[LBID]Season2WeaponSandstormDEX,,,[LBID]Season2WeaponSandstormINTFOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_STR_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_STR_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_DEX,AND,,,0,,,0,,,,0,[LBID]Season2WeaponSandstormSTR,,,[LBID]Season2WeaponSandstormDEX_Leg,,,[LBID]Season2WeaponSandstormINTFOC,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_DEX_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_DEX_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_INTFOC,AND,,,0,,,0,,,,0,[LBID]Season2WeaponSandstormSTR,,,[LBID]Season2WeaponSandstormDEX,,,[LBID]Season2WeaponSandstormINTFOC_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_INTFOC_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Weapon_Box_S2_Sandstorm_INTFOC_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry_Box_S2_Sandstorm_Loot,OR,IgnoreBonus,,0,,,0,,,,0,[LTID]Season2AmuletsSandstorm_Leg,,,[LTID]Season2EarringsSandstorm_Leg,,,[LTID]Season2RingsSandstorm_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry_Box_S2_Sandstorm_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Jewelry_Box_S2_Sandstorm_Loot_Probs,,,,0,,,0,,,,100000,0,,,33333,,,66667,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2AmuletsSandstorm_Leg,AND,,,0,,,0,,,,0,[LBID]Season2AmuletsSandstorm_Leg,,,[LBID]Season2EarringsSandstorm,,,[LBID]Season2RingsSandstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2AmuletsSandstorm_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2AmuletsSandstorm_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2EarringsSandstorm_Leg,AND,,,0,,,0,,,,0,[LBID]Season2AmuletsSandstorm,,,[LBID]Season2EarringsSandstorm_Leg,,,[LBID]Season2RingsSandstorm,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2EarringsSandstorm_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2EarringsSandstorm_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2RingsSandstorm_Leg,AND,,,0,,,0,,,,0,[LBID]Season2AmuletsSandstorm,,,[LBID]Season2EarringsSandstorm,,,[LBID]Season2RingsSandstorm_Leg,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2RingsSandstorm_Leg_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Season2RingsSandstorm_Leg_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food_Box_S2_Sandstorm_Loot,AND,,,0,,,0,,,,0,FoodSTRT5b,,,FoodDEXT5b,,,FoodINTT5b,,,FoodCONT5b,,,FoodCONFOCT5,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food_Box_S2_Sandstorm_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Food_Box_S2_Sandstorm_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elemental_Box_S2_Sandstorm_Loot,AND,,,0,,,0,,,,0,EssenceEarthT1,,,EssenceAirT1,,,EssenceFireT1,,,EssenceWaterT1,,,EssenceLifeT1,,,EssenceSpiritT1,,,EssenceDeathT1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elemental_Box_S2_Sandstorm_Loot_Qty,,,,0,,,0,,,,0,3,,,3,,,3,,,3,,,3,,,3,,,3,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Elemental_Box_S2_Sandstorm_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem_Box_S2_Sandstorm_Loot,AND,,,0,,,0,,,,0,AmethystT4,,,AquamarineT4,,,DiamondT4,,,EmeraldT4,,,JasperT4,,,MalachiteT4,,,MoonstoneT4,,,OnyxT4,,,OpalT4,,,RubyT4,,,SapphireT4,,,TopazT4,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem_Box_S2_Sandstorm_Loot_Qty,,,,0,,,0,,,,0,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Gem_Box_S2_Sandstorm_Loot_Probs,,,,0,,,0,,,,1,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
Crafting_Box_S2_Sandstorm_Loot,AND,,,0,,,0,,,,0,ClothT51,,,LeatherT51,,,TimberT51,,,BlockT51,,,IngotT51,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
